"PUBLICO","VEICULO","ESTADO","MES","VALOR_FIPE","VALOR_SEGURO_VENDIDO"
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,2059.18
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1951.13
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1509.03
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1616.29
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1659.91
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1809.89
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,2025.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1751.2
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1773.37
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1701.3
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,2004.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1760.26
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1926.58
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1586.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1762.25
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,2168.52
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1951.45
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,2233.56
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",2,44244,1752.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1484.73
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1097.45
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1459.68
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1025.87
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1319.21
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1414.5
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1550.94
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1657.81
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1222.09
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1311.67
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1381.52
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1363.77
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1222.9
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1448.38
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1549.76
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1475.12
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1250.93
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1133.55
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1193.13
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1524.23
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1534.62
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1647.25
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1512.24
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1501.43
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1342.56
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1150.17
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1428.88
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1242.85
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1423.93
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1335.17
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1536.71
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1080.17
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1153.04
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1586.92
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1323.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1544.31
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1361.96
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1652.4
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1703.13
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1321.59
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1412.06
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1418.72
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1171.84
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1454.46
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1565.07
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1471
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1545.4
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1401.13
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1705.3
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1476.53
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1301.39
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1641.33
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1325.46
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1203.99
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1423.48
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1440.27
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1714.56
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1383.58
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1459.66
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1295.55
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1579.42
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1454.77
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1583.65
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1241.4
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1237.43
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1300.83
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1415.22
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1501.23
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1239.99
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1316.08
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1411.65
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1166.06
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1115.31
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",2,34756,1432.78
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2167.69
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1613.6
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1798.51
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1586.14
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1703.03
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1738.06
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1736.8
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1696.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1540.67
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2143.28
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1562.65
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1852.71
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2003.95
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1763.45
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1703.71
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1650.86
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2087.41
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1764.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1647.91
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1832.83
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1922.91
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1799.17
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1744.07
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1708.28
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1683.26
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1654.22
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1904.86
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1612.21
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1749.6
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2027.92
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1658.51
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1818.11
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1617.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1632.98
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1383.93
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1703.72
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1560.96
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1639.29
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1731.98
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1510.89
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1904.7
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2032.16
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1603.28
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2042.11
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1810.11
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1474.91
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2108.99
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1760.72
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1698.97
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1539.39
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1704.87
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2160.14
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1663.51
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1845.71
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1917.87
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1594.75
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1955.94
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1646.56
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1676.86
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1649.68
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1960.3
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1596.46
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,2092.77
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1959.21
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1500.11
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1408.05
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1723.14
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1630.07
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1682.01
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1736.98
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1872.74
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1828.47
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1594.96
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1844.17
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1865.69
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1615.27
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1747.71
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1866.14
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1804.47
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1440.47
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1642.47
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1541.36
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1631.85
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1715.51
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1634.02
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1658.37
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1773.8
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1526.82
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1953.49
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1812.5
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","RJ",2,34756,1906.57
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1854.11
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2140.66
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2174.2
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2300.53
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1781.28
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2400.02
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1980.86
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2202.5
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2032.41
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2080.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1617.66
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2101.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2196.06
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2398.95
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1895.98
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1819.16
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1930.06
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2236.01
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1744.89
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2439.29
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2132.01
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2312.83
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2087.24
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2059.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2050.52
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2114.36
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2031.68
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2288.73
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2000.87
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1947.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1978.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2145.04
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2154.29
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2119.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2343.93
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1931.65
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2254.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1890.99
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2032.06
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2302.58
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1662.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2126.2
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1854.07
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2085.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2306.17
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1972.73
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2067.35
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1982.05
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2396.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1926.55
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1957.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2122.06
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2058.08
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1982.76
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2150.13
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1692.37
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1788.43
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2155.43
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2011.67
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2112.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2067.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1999.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2154.91
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2075.1
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2025.27
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2101.95
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1692.92
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2078.6
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2312.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2164.89
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1948.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2009.64
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2254.21
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2033.16
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1962.1
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2386.17
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2515.28
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2261.04
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2214.35
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2071.54
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,1972.73
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",3,43750,2309.79
